operatorcontrolnumber,difficultydate,submissiondate,operatordesignator,submitterdesignator,submittertypecode,receivingregioncode,receivingdistrictoffice,sdrtype,jasccode,natureofconditiona,natureofconditionb,natureofconditionc,precautionaryprocedurea,precautionaryprocedureb,precautionaryprocedurec,precautionaryprocedured,stageofoperationcode,howdiscoveredcode,registrynnumber,aircraftmake,aircraftmodel,aircraftserialnumber,aircrafttotaltime,aircrafttotalcycles,enginemake,enginemodel,engineserialnumber,enginetotaltime,enginetotalcycles,propellermake,propellermodel,propellerserialnumber,propellertotaltime,propellertotalcycles,partmake,partname,partnumber,partserialnumber,partcondition,partlocation,parttotaltime,parttotalcycles,parttimesince,partsincecode,componentmake,componentmodel,componentname,componentpartnumber,componentserialnumber,componentlocation,componenttotaltime,componenttotalcycles,componenttimesince,componentsincecode,fuselagestationfrom,fuselagestationto,stringerfrom,stringerfromside,stringerto,stringertoside,wingstationfrom,wingstationfromside,wingstationto,wingstationtoside,buttlinefrom,buttlinefromside,buttlineto,buttlinetoside,waterlinefrom,waterlineto,cracklength,numberofcracks,corrosionlevel,structuralother,discrepancy
DALA1016079000,6/18/2010 0:00:00,7/13/2010 11:24:47,DALA,DALA,A,SO,27.0,A,5310.0,O,,,K,,,,IN,V,900DE,DOUG,MD88,53372,49318.0,36467.0,,,,,,,,,,,,DOOR FRAME,,,CORRODED,CARGO BAY,,,,,,,,,,,,,,,636,693,,,,,,,,,,,,,,,,,2.0,,"EXFOLIATION CORROSION ON LOWER DOOR JAMB AT CENTRAL CARGO COMPARTMENT BETWEEN STA Y=636-693. PREVIOUS REPAIR REMOVED IAW SRM 51-30-7 AND 51-30-5. REPAIR PIECES WERE FABRICATED AND INSTALLED IAW SRMS 53-05 FIG 123, 51-10-4, AND 51-10-3 (DLM88101793)."
SIMA201019503,2010-04-07 00:00:00,7/14/2010 9:55:26,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,736DT,EMB,EMB135LR,145388,20659.0,18306.0,,,,,,,,,,,,EPSU,20131A,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING MAINTENANCE BASE VISIT FOUND THE NR 1 EMERGENCY POWER SUPPLY UNIT TO BE INOPERABLE. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE NR 1 EMERGENCY POWER SUPPLY UNIT IAW 33-50-04-000-801 AND 33-50-04-400-801-A. THE AIRCRAFT WAS RETURNED TO SERVICE.
YLXA201072101,2010-02-06 00:00:00,7/29/2010 10:42:18,YLXA,YLXA,E,SO,19.0,A,2910.0,K,J,,K,,,,CL,O,438MA,SWRNGN,SA227AC,AC721B,28346.0,28343.0,,,,,,,,,,,,HYDRAULIC LINE,,,CHAFED,LT WING,,169.0,145.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FOLLOWING DEPARTURE FROM TREASURE CAY BAHAMAS, THE CREW NOTED A HYDRAULIC SYSTEM WARNING LIGHT. THE CREW CONTINUED THE FLIGHT TO ITS DESTINATION, FORT LAUDERDALE, WITHOUT INCIDENT. ATC WAS ADVISED AND AN EMERGENCY DECLARED. AS A PRECAUTION, THE EMERGENCY GEAR EXTENSION PROCEDURE WAS COMPLETED. THE AIRCRAFT LANDED WITHOUT INCIDENT AND COMPLETED DEPLANING WITHOUT INTERRUPTION. INSPECTION REVEALED THE LEFT FLAP HYDRAULIC LOCKOUT LINE HAD BEEN VIBRATIONALLY POLISHED BY THE RUBBER INSULATION MATERIAL ATTACHED TO THE LOWER WING SKIN. THE POLISHING THINNED THE WALL THICKNESS OF THE TUBING TO THE POINT OF RUPTURE. DUE TO THE LOW CLEARANCE BETWEEN THE INSULATION AND THE LINE, VISUAL INSPECTION FOR CONTACT IS DIFFICULT. THE RUBBER SHEET HAD LOOSENED FROM THE HORIZONTAL SURFACE ABOVE THE HYDRAULIC LINES RUNNING LONGITUDINALLY IN THE UPPER WHEEL WELL. THE LINE WAS REPLACED, INCLUDING RE-ATTACHMENT OF THE INSULATION AND ADDITIONAL CHAFING PROTECTION WAS ADDED TO THE HYDRAULIC LINES IN THE LEFT AND RIGHT WHEEL WELLS. THE SYSTEM WAS CHECKED AND THE AIRCRAFT RETURNED TO SERVICE WITHOUT FURTHER INCIDENT."
CHQA201100135,2011-07-04 00:00:00,4/15/2011 14:03:10,CHQA,CHQA,A,GL,11.0,A,5320.0,O,,,K,,,,IN,V,978RP,EMB,EMB145EP,145169,27658.0,20654.0,ALLSN,AE3007A,CAE311761,23784.0,19288.0,,,,,,EMB,CHANNEL,14522178005,,CORRODED,FUSELAGE,,,3463.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING INSPECTION, CORROSION WAS FOUND ON THE CABIN FLOOR STRUCTURE CENTER FUSELAGE 1 SERVICE DOOR CHANNEL. THE CABIN FLOOR STRUCTURE CENTER FUSELAGE I SERVICE DOOR CHANNEL WAS REPLACED."
SWIA201024238,4/17/2010 0:00:00,5/21/2010 10:30:24,SWIA,SWIA,A,NM,6.0,A,5420.0,O,,,K,,,,IN,V,297SW,EMB,EMB120ER,120327,29630.0,42395.0,,,,,,,,,,,,STIFFENER,,,CRACKED,NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIGHT NACELLE HYDRAULIC RESERVOIR ATTACH FRAME LOWER STIFFENER CRACKED. (C CHECK) REPLACED STIFFENER PER SRM.
P4YA2010032500001,3/25/2010 0:00:00,3/26/2010 8:42:01,P4YA,P4YA,E,EA,39.0,A,2450.0,B,,,D,E,,,TX,O,955BW,SWRNGN,SA227*,DC821B,29232.0,31911.0,,,,,,,,,,,,CURRENT LIMITER,,,SHORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON TAXI OUT BOTH PILOTS SMELLED AN ELECTRICAL BURNING SMELL AND SAW LIGHT SMOKE COMING FROM THE JUNCTION BOX PANEL. THE ACFT WAS STOPPED, ENGINES SHUTDOWN, AND THE CREW SAFELY EGRESSED THE ACFT WITHOUT INCIDENT. A MX REPAIR TEAM WAS FLOWN TO ACFT AND FOUND THAT A BOLT (POST BOLT TO 400 AMP FUSE) HAD LOOSENED, SHORTED OUT A CURRENT LIMITER, AND SINGED INSULATION. MX REPLACED CURRENT LIMITER AND SECURED POST BOLT."
IPXA10M58457,1/30/2010 0:00:00,2010-12-02 15:13:46,IPXA,IPXA,A,CE,17.0,A,5713.0,O,,,K,,,,IN,V,288UP,DOUG,MD11F,48540,55657.0,8927.0,,,,,,,,,,,,STRINGER,,,CRACKED,RT WING L/E,,,,,,,,,,,,,,,,,,,,,666,R,,,,,,,,,,,,,"INSPECTION TYPE:2C, RT WING FIXED L/E CAVITY AT STA XOS 666 HAS A CRACKED STRINGER. REMOVED DAMAGE, FABRICATED AND INSTALLED REPLACMENT STRAP AND FILER IAW EA 011-5720-01-A2158 I/R AND EO MD11-5720-36583-A."
WX0A070542,3/21/2010 0:00:00,2010-01-04 09:44:48,WX0A,WX0A,A,WP,19.0,A,3350.0,L,,,K,,,,IN,C,405NV,DOUG,MD83,49623,,,,,,,,,,,,,,POWER SUPPLY,60030451,,DISCHARGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING A ROUTINE OVERNIGHT SERVICE CHECK INSPECTION MAINTENANCE DEPARTMENT PERSONNEL REPORTED A PORTION OF THE EMERGENCY EVACUATION LIGHTING SYSTEM WOULD NOT TEST. MAINTENANCE PERSONNEL REMOVED AND REPLACED THE APPROPRIATE EMERGENCY BATTERY POWER SUPPLY AND MADE ALL REQUIRED CORRECTIONS AND OPERATIONAL CHECK WAS ACCOMPLISHED PER AMM 33-50-00, SYSTEM OPERATIONAL CHECK WAS NORMAL. THE AIRCRAFT HAS BEEN RETURNED TO SERVICE."
WX0A070620,2010-07-10 00:00:00,2010-12-10 15:02:25,WX0A,WX0A,A,WP,19.0,A,5310.0,O,,,K,,,,IN,V,403NV,DOUG,MD88,49764,,,,,,,,,,,,,,FRAME,,,CORRODED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAME CORRODED AFT SIDE STA 1193 BETWEEN LONG 30 AND 29L. REPAIRED FRAME STA 1193 IAW MD80 SRM 51-10-4 AND SRM 51-30-2.
C2XA10IA275,10/24/2010 0:00:00,10/27/2010 14:58:59,C2XA,C2XA,A,SW,27.0,A,3260.0,N,,,O,,,,NR,O,15948,EMB,EMB145EP,145056,26683.0,25910.0,,,,,,,,,,,,PROXIMITY SENSOR,,,DIRTY,LANDING GEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IAH - FLIGHT 2541, THE CREW REPORTED A LANDING GEAR AIR/GROUND FAIL MESSAGE AND THE THRUST REVERSERS WOULD NOT DEPLOY ON LANDING. THE AIRCRAFT LANDED AT IAH WITHOUT INCIDENT WHERE MAINTENANCE OPERATIONALLY TESTED THE THRUST REVERSERS WITH NO DEFECTS. CLEANED THE LANDING GEAR PROX SENSORS, OPERATIONALLY TESTED THE LANDING GEAR EXTENSION AND RETRACTION SYSTEM WITH NO DEFECTS. THE AIRCRAFT WAS APPROVED FOR RETURN TO SERVICE."
V0XR201004260004,4/26/2010 0:00:00,4/26/2010 11:56:25,,V0XR,B,NM,5.0,G,5347.0,O,,,K,,,,IN,V,805HK,EMB,EMB145EP,145233,25198.0,23637.0,ALLSN,AE3007A,,,,,,,,,,SEAT TRACK,14532605009,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(V0XR) RT UPPER SEAT TRACK FR 52-57 CORRODED BEYOND LIMITS. R & R SEAT TRACK. W/C 1099.
WX0A070735,2011-01-01 00:00:00,1/20/2011 15:00:42,WX0A,WX0A,A,WP,19.0,A,3350.0,L,,,K,,,,IN,C,871GA,DOUG,MD83,49554,,,,,,,,,,,,,,BATTERY PACK,6011779,,DISCHARGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING A ROUTINE OVERNIGHT SERVICE CHECK INSPECTION MAINTENANCE DEPARTMENT PERSONNEL REPORTED A PORTION OF THE EMERGENCY EVACUATION LIGHTING SYSTEM WOULD NOT TEST. MAINTENANCE PERSONNEL REMOVED AND REPLACED THE APPROPRIATE POWER SUPPLY BATTERY PACK AND MADE ALL REQUIRED CORRECTIONS AND OPERATIONAL CHECK WAS ACCOMPLISHED PER AMM 33-50-00, SYSTEM OPERATIONAL CHECK WAS NORMAL. THE AIRCRAFT HAS BEEN RETURNED TO SERVICE."
WX0A070769,2011-07-02 00:00:00,2/17/2011 13:13:28,WX0A,WX0A,A,WP,19.0,A,3350.0,L,,,K,,,,IN,C,863GA,DOUG,MD83,49911,,,,,,,,,,,,,,BATTERY,AD4002P,,DISCHARGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING A ROUTINE OVERNIGHT SERVICE CHECK INSPECTION MAINTENANCE DEPARTMENT PERSONNEL REPORTED A PORTION OF THE EMERGENCY EVACUATION LIGHTING SYSTEM WOULD NOT TEST. MAINTENANCE PERSONNEL REMOVED AND REPLACED THE APPROPRIATE BATTERIES IN THE POWER SUPPLY BATTERY PACK AND MADE ALL REQUIRED CORRECTIONS AND OPERATIONAL CHECK WAS ACCOMPLISHED PER AMM 33-50-00, SYSTEM OPERATIONAL CHECK WAS NORMAL. THE AIRCRAFT HAS BEEN RETURNED TO SERVICE."
SIMA201106008,2/28/2011 0:00:00,2011-01-03 14:46:08,SIMA,SIMA,A,SW,21.0,A,5320.0,O,,,K,,,,IN,V,819AE,EMB,EMB135KL,145566,22201.0,19565.0,,,,,,,,,,,EMB,ATTACH BRACKET,14540752601,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,DURING MAINTENANCE BASE VISIT INSPECTION FOUND BAGGAGE DOOR TORSION BAR FORWARD SUPPORT ATTACH BRACKET AT FRAME 61 CRACKED. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED BAGGAGE DOOR TORSION BAR SUPPORT ATTACH BRACKET AT FRAME 61 IAW SRM 51-40-02. THE AIRCRAFT WAS RETURNED TO SERVICE.
FDEA201106012062,2011-01-06 00:00:00,2011-01-06 18:09:57,FDEA,FDEA,A,CE,21.0,A,5313.0,O,,,K,,,,IN,X,645FE,DOUG,MD11F,48446,73567.0,12217.0,,,,,,,,,,,,LONGERON,AGA7112507,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRACK FOUND APPROX 1.2500"" DURING X-RAY INSPECTION AT STA 6-100 LONGERON 1R FWD & AFT SECTION EDGE OF THE SPLICE."
C2XA11SH117,2011-09-08 00:00:00,2011-09-08 22:57:18,C2XA,C2XA,A,SW,27.0,A,5311.0,O,,,K,,,,IN,V,16999,EMB,EMB145LR,145307,26561.0,20408.0,,,,,,,,,,,EMB,FRAME,14502409001,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,9.0,L,10.0,L,,,,,,,,,,,,1.0,,,SHV - DURING C-CHECK IT WAS DISCOVERED THAT LT FRAME 10 WAS CRACKED DIRECTLY BELOW THE PILOT'S EMERGENCY ESCAPE HATCH. MAINTENANCE REMOVED AND REPLACED THE CRACKED FRAME SEGMENT IAW EMB 145 SRM 51-40-02. THE AIRCRAFT WAS APPROVED FOR RETURN TO SERVICE.
DALA1161650920,2011-03-11 00:00:00,2011-04-11 15:04:16,DALA,DALA,A,SO,27.0,A,5311.0,O,,,K,,,,IN,V,920DL,DOUG,MD88,49644,62053.0,47415.0,,,,,,,,,,,DOUG,BELTFRAME,,,DAMAGED,FUSELAGE,,,,,,,,,,,,,,,541,560,,,,,,,,,,,,,,,,,,,"LIGHTNING STRIKES ON LT WINDOW BELT FRAME FWD LOWER CORNER, AFT CORNER AND AFT SECTION BTW STA 541 AND 560. LIGHTNING STRIKES WERE BLENDED OUT IAW DC9/MD88 SRM 53-05 FIG 111 SHEET 2 ZONE 2 AND REPAIRED IAW ERA 496433-14 REV ORIGINAL."
RAIA201111070009,2011-07-11 00:00:00,11/16/2011 9:52:30,RAIA,RAIA,A,CE,3.0,A,5320.0,O,,,K,,,,IN,V,801HK,EMB,EMB145EP,145053,30703.0,28095.0,,,,,,,,,,,,SILL,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,DURING LEASE RETURN INSPECTION MAINTENANCE FOUND THE AFT PASSENGER DOOR SILL HAS LEVEL 2 CORROSION. MAINTENANCE REMOVED AND REPLACED THE AFT PASSENGER DOOR SILL.
SIMA2011334008,11/29/2011 0:00:00,11/30/2011 9:34:35,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,838AE,EMB,EMB135KL,145651,22611.0,19508.0,,,,,,,,,,,,LIGHT,1317,,INOPERATIVE,EXTERIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING MAINTENANCE INSPECTION FOUND THE RIGHT EXTERNAL OVERWING EMERGENCY LIGHT INOPERABLE. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE LIGHT BULB ON RIGHT OVERWING EMERGENCY LIGHT. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE.
SIMA201136302,12/24/2011 0:00:00,12/29/2011 14:34:34,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,820,EMB,EMB135KL,145576,23718.0,20212.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING PS-2 CHECK FOUND NR 3 FLOOR EMERGENCY RT PROX STRIP INOP. REMOVED AND REPLACED NR 3 FLOOR PROX EMERGENCY STRIP.
CHQA201100499,2011-09-12 00:00:00,12/27/2011 13:31:32,CHQA,CHQA,A,GL,11.0,A,5320.0,O,,,K,,,,IN,V,375SK,EMB,EMB135KL,145569,25286.0,21709.0,ALLSN,AE3007A,CAE312608,16877.0,15611.0,,,,,,EMB,BEAM,14530637005,,CORRODED,FUSELAGE,,,1642.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING INSPECTION, THE LEFT OUTBOARD BEAM FROM FRAME 48 TO FRAME 53 UNDER THE SEAT TRACK WAS FOUND TO BE CORRODED. MAINTENANCE REPLACED THE LEFT OUTBOARD BEAM FROM FRAME 48 TO FRAME 53 AND INSTALLED WITH SOLD RIVETS IN ACCORDANCE WITH SRM 51-40-02."
RAIA201112190016,12/19/2011 0:00:00,2012-05-01 16:06:36,RAIA,RAIA,A,CE,3.0,A,5347.0,O,,,K,,,,IN,V,802HK,EMB,EMB145EP,145066,30316.0,27685.0,,,,,,,,,,,,SEAT TRACK,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,DURING HEAVY CHECK INSPECTION MAINTENANCE FOUND THE LT OUTBD SEAT TRACK BETWEEN FRAMES 47-52 HAS CORROSION. MAINTENANCE REMOVED AND REPLACED THE LT OUTBD SEAT TRACK BETWEEN FRAMES 47-52.
SIMA201129704,10/22/2011 0:00:00,10/24/2011 10:58:49,SIMA,SIMA,A,SW,21.0,A,2750.0,J,,,K,,,,AP,O,830AE,EMB,EMB135KL,145615,22299.0,20124.0,,,,,,,,,,,,SHROUD,,,LOOSE,TE FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON FLIGHT 4099 THE CREW REPORTED THAT ON APPROACH, SELECTED FLAPS 9 DEGREES. FLAPS STOPPED AT 1 DEGREE WITH FLAP FAIL MESSAGE ON EICAS. THE CREW DECLARED AN EMERGECNY. THE CREW DID ZERO FLAP LANDING AS PER AOM VOL 1. THE AIRCRAFT LANDED WITHOUT INCIDENT. THE AIRCRAFT WAS REMOVED FROM SERVICE. FOUND RIGHT INBOARD FLAP, ROLLER TRACK GIMBAL SHROUD BINDING & LOOSE. RE-SECURED & TIGHTENED THE SHROUD PER EMB140 AMM 27-50-00. THE OPERRATIONAL CHECK WAS GOOD FOR FLAP SYSTEM PER EMB 140 AMM 27-53-00. PERFORMED GENERAL VISUAL INSPECTION OF FTB'S, DRIVE UNITS & FLEX SHAFTS. NO DEFECTS NOTED. NO MESSAGES NOTED ON EICAS AT THIS TIME. THE AIRCRAFT WAS RETURNED TO SERVICE."
RAIA201203080001,2012-08-03 00:00:00,3/21/2012 14:10:46,RAIA,RAIA,A,CE,3.0,A,5320.0,O,,,K,,,,IN,V,804HK,EMB,EMB145EP,145082,30117.0,28307.0,,,,,,,,,,,,FLOOR SUPPORT,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,DURING HEAVY CHECK INSPECTION MAINTENANCE FOUND THE FWD DIGITAL PLATE FROM FRAMES 14-17 HAS CORROSION. MAINTENANCE REMOVED AND REPLACED THE FWD DIGITAL PLATE FROM FRAMES 14-17.
DALA1227489017,4/27/2012 0:00:00,4/30/2012 14:37:38,DALA,DALA,A,SO,27.0,A,3350.0,L,,,K,,,,IN,C,917DE,DOUG,MD88,49958,49672.0,35859.0,,,,,,,,,,,,BATTERY,,,DISCHARGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING SERVICE CHECK, MAINTENANCE FOUND FORWARD ZONE EMERGENCY LIGHTS INOPERATIVE. REMOVED AND REPLACED BATTERIES IN B5-23 OPERATION CHECKS NORMAL."
SIMA20120503001,2012-02-05 00:00:00,2012-03-05 11:47:34,SIMA,SIMA,A,SW,21.0,A,2560.0,O,,,K,,,,IN,V,604AE,EMB,EMB145LR,145058,33675.0,28136.0,,,,,,,,,,,,HOLDER,P2070009520,,BROKEN,FLASHLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING MAINTENANCE INSPECTION FOUND THE CAPTAIN'S FLASHLIGHT HOLDER BROKEN. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE CAPTAIN’S FLASHLIGHT ASSEMBLY IAW EMB 145 AMM 33-50-16. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE.
SWIA201230775,5/18/2012 0:00:00,5/23/2012 17:35:59,SWIA,SWIA,A,NM,6.0,A,5210.0,O,,,K,,,,UK,O,585SW,EMB,EMB120ER,120353,27558.0,37252.0,,,,,,,,,,,,HANDLE,,,DIRTY,CABIN DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN CABIN DOOR HANDLE VERY STIFF AND DIFFICULT TO OPERATE. (FLT 6209) CLEANED AND LUBRICATED PASSENGER DOOR HANDLE AND ROD ENDS.
DALA1234880926,5/24/2012 0:00:00,2012-01-06 14:36:54,DALA,DALA,A,SO,27.0,A,5330.0,O,,,K,,,,IN,9,926DL,DOUG,MD88,49713,62139.0,47324.0,,,,,,,,,,,DOUG,SKIN,,,CORRODED,BS 1155-1174,,,,,,,,,,,,,,,1155,1174,29.0,L,,,,,,,,,,,,,,,,,"AFT CARGO COMPARTMENT BILGE AREA BETWEEN STA 1155 AND 1174 LONGERON 29 L HAS POCKETS OF MATERIAL MISSING AT FASTENER LOCATIONS ON LOWER INTERIOR OF CHANNEL FOUND AFTER REMOVAL OF VHF ANTENNA MOUNT FITTINGS. BLENDED AREAS OF CORROSION, FOUND TO BE OUT OF LIMITS, ACCOMPLISHED ERA 503728-14 REV ORG."
SIMA20120615002,6/15/2012 0:00:00,6/18/2012 13:52:15,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,835AE,EMB,EMB135KL,145634,23340.0,21313.0,,,,,,,,,,,,LIGHT,1317,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING B INSPECTIONS FOUND THE AFT CABIN EMERGENCY CEILING LIGHT INOPERABLE. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE AFT CABIN EMERGENCY CEILING LIGHT LAMP IAW EMB AMM TASK: 33-50-08-000-801-A, AND 33-50-08-400-801-A. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE."
SIMA20120607004,2012-07-06 00:00:00,2012-08-06 09:25:40,SIMA,SIMA,A,SW,21.0,A,7250.0,K,B,,K,,,,IN,O,730KW,EMB,EMB135LR,145346,25872.0,23117.0,RROYCE,AE3007A3,,,,,,,,,,O-RING,230780775,,LEAKING,NR 1 ENGINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING MAINTENANCE INSPECTION, FOUND EXCESSIVE SMOKE FROM ENGINE NR 1 AFTER SHUTDOWN. AIRCRAFT REMOVED FROM SERVICE. REMOVED AND REPLACED THE NR 1 ENGINE SHAFT PLUG O-RING IAW RR MM 72-59-15. THE TEST OF THE ENGINE WAS GOOD IAW RR MM 72-00-00-710-801. ALSO, REPLACED METAL GASKETS. OPS CHECKED GOOD. AIRCRAFT RETURNED TO SERVICE."
SIMA20120609001,2012-09-06 00:00:00,2012-11-06 10:46:08,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,738NR,EMB,EMB135LR,145401,24095.0,21108.0,,,,,,,,,,,,BATTERY,20131A,67593,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING MAINTENANCE INSPECTION, FOUND EMERGENCY LIGHTING BATTERY AND POWER CHARGER NR 4 INOPERATIVE. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE EMERGENCY LIGHTING BATTERY AND CHARGER AS PER MAINTENANCE WORK CARD NR 33-700-19. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE."
SIMA20120708007,2012-08-07 00:00:00,2012-09-07 11:31:56,SIMA,SIMA,A,SW,21.0,A,2560.0,O,,,K,,,,UK,O,711PH,EMB,EMB135LR,145235,27025.0,23521.0,,,,,,,,,,,,GUARD,,,CONTAMINATED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON FLIGHT 4448 THE CREW REPORTED THE LANDING GEAR EMERGENCY (FLOOR ACCESS) COMPARTMENT ""GEAR DOORS"" SAFETY GUARD (RED) WAS FROZEN WITH DIRT. UNABLE TO ACCESS ""GEAR DOORS"" TOGGLE SWITCH. THE AIRCRAFT WAS REMOVED FROM SERVICE. LUBRICATED AND CLEANED LANDING GEAR EMERGENCY FLOOR ACCESS PANEL.IAW EMB AMM 20-30-02. NO FURTHER DEFECTS NOTED. THE AIRCRAFT WAS RETURNED TO SERVICE."
FQAR1210031206154,9/30/2012 0:00:00,2012-04-10 09:15:22,,FQAR,B,WP,7.0,G,3230.0,J,,,A,,,,CL,O,438PA,PIPER,PA44180,4496083,7541.0,,,,,,,,,,,,PIPER,ROD END,452729,,BROKEN,MLG,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFTER TAKEOFF LANDING GEAR WAS RETRACTED. IMMEDIATELY AFTER INDICATION OF GEAR UP, A GEAR WARNING WAS THEN INDICATED. AFTER LANDING IT WAS FOUND THAT THE ROD END BEARING IN THE NOSE GEAR ACTUATOR HAD BROKEN. THIS ALLOWED THE NOSE GEAR TO EXTEND AND RETURN TO A DOWN AND LOCKED POSITION."
SIMA20121023006,10/23/2012 0:00:00,10/24/2012 9:29:53,SIMA,SIMA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,817AE,EMB,EMB135KL,145554,24967.0,23071.0,,,,,,,,,,,,LIGHT,1317,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING B INSPECTION FOUND THE EMERGENCY LIGHT AISLE AT SEAT 6 INOPERABLE. THE AIRCRAFT WAS REMOVED FROM SERVICE. REMOVED AND REPLACED THE AISLE EMERGENCY LIGHT AT SEAT 6 IAW EMB AMM TASKS 33-50-08-000-801-A AND 33-50-08-400-801-A. THE OPERATIONAL CHECK WAS GOOD. THE AIRCRAFT WAS RETURNED TO SERVICE.
RAIA201211010001,2012-01-11 00:00:00,11/23/2012 9:21:03,RAIA,RAIA,A,CE,3.0,A,5320.0,O,,,K,,,,IN,V,806HK,EMB,EMB145EP,145112,31164.0,29395.0,,,,,,,,,,,,GUSSET,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,DURING HEAVY CHECK INSPECTION MAINTENANCE FOUND THE GUSSET ON BEAM 479.0 FROM FRAME 59-61 CORRODED. MAINTENANCE REMOVED AND REPLACED THE GUSSET.
